LOCATION,Country,REG_ID,Region,IND,Indicator,ISC11,Education ISCED level,GENDER,Gender,MEAS,Measure,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
ITA,Italy,ITI1,Tuscany,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,12.63,,
ITA,Italy,ITI1,Tuscany,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,11.62,,
ITA,Italy,ITI2,Umbria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,10.26,,
ITA,Italy,ITI2,Umbria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,11.64,,
ITA,Italy,ITI2,Umbria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,13.3,,
ITA,Italy,ITI2,Umbria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,11.46,,
ITA,Italy,ITI2,Umbria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,12.97,,
ITA,Italy,ITI3,Marche,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,9.71,,
ITA,Italy,ITI3,Marche,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,11.59,,
ITA,Italy,ITI3,Marche,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,11,,
ITA,Italy,ITI3,Marche,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,10.91,,
ITA,Italy,ITI3,Marche,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,13.15,,
ITA,Italy,ITI4,Lazio,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,10.33,,
ITA,Italy,ITI4,Lazio,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,10.24,,
ITA,Italy,ITI4,Lazio,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,10.4,,
ITA,Italy,ITI4,Lazio,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,11.85,,
ITA,Italy,ITI4,Lazio,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L6,Bachelor’s or equivalent level (ISCED2011 level 6),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,13.49,,
ITA,Italy,ITA,Italy,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,15.075,,
ITA,Italy,ITA,Italy,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,15.1,,
ITA,Italy,ITA,Italy,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,15.3,,
ITA,Italy,ITC1,Piedmont,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,14.14,,
ITA,Italy,ITC1,Piedmont,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,13.4,,
ITA,Italy,ITC1,Piedmont,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,13.96,,
ITA,Italy,ITC1,Piedmont,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,14.6,,
ITA,Italy,ITC1,Piedmont,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,14.58,,
ITA,Italy,ITC2,Aosta Valley,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,13.37,,
ITA,Italy,ITC2,Aosta Valley,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,13.59,,
ITA,Italy,ITC2,Aosta Valley,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,13.23,,
ITA,Italy,ITC2,Aosta Valley,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,13.21,,
ITA,Italy,ITC2,Aosta Valley,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,14.55,,
ITA,Italy,ITC3,Liguria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,18.2,,
ITA,Italy,ITC3,Liguria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,14.54,,
ITA,Italy,ITC3,Liguria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,13.98,,
ITA,Italy,ITC3,Liguria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,13.61,,
ITA,Italy,ITC3,Liguria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,17.12,,
ITA,Italy,ITC4,Lombardy,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,17.49,,
ITA,Italy,ITC4,Lombardy,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,18.04,,
ITA,Italy,ITC4,Lombardy,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,17.78,,
ITA,Italy,ITC4,Lombardy,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,18.82,,
ITA,Italy,ITC4,Lombardy,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,18.97,,
ITA,Italy,ITF1,Abruzzo,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,15.06,,
ITA,Italy,ITF1,Abruzzo,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,16.27,,
ITA,Italy,ITF1,Abruzzo,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,14.47,,
ITA,Italy,ITF1,Abruzzo,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,14.03,,
ITA,Italy,ITF1,Abruzzo,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,14.18,,
ITA,Italy,ITF2,Molise,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,16.52,,
ITA,Italy,ITF2,Molise,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,17.38,,
ITA,Italy,ITF2,Molise,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,17.75,,
ITA,Italy,ITF2,Molise,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,17.5,,
ITA,Italy,ITF2,Molise,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,16.79,,
ITA,Italy,ITF3,Campania,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,12.34,,
ITA,Italy,ITF3,Campania,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,12.42,,
ITA,Italy,ITF3,Campania,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,12.44,,
ITA,Italy,ITF3,Campania,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,13.1,,
ITA,Italy,ITF3,Campania,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,12.6,,
ITA,Italy,ITF4,Apulia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,13.02,,
ITA,Italy,ITF4,Apulia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,12.08,,
ITA,Italy,ITF4,Apulia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,11.69,,
ITA,Italy,ITF4,Apulia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,14.02,,
ITA,Italy,ITF4,Apulia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,14.07,,
ITA,Italy,ITF5,Basilicata,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,11.1,,
ITA,Italy,ITF5,Basilicata,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,14.84,,
ITA,Italy,ITF5,Basilicata,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,14.15,,
ITA,Italy,ITF5,Basilicata,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,11.95,,
ITA,Italy,ITF5,Basilicata,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,13.68,,
ITA,Italy,ITF6,Calabria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,14.9,,
ITA,Italy,ITF6,Calabria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,14.88,,
ITA,Italy,ITF6,Calabria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,14.57,,
ITA,Italy,ITF6,Calabria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,13.24,,
ITA,Italy,ITF6,Calabria,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,12.97,,
ITA,Italy,ITG1,Sicily,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,10.37,,
ITA,Italy,ITG1,Sicily,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,10.26,,
ITA,Italy,ITG1,Sicily,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,11.07,,
ITA,Italy,ITG1,Sicily,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,10.86,,
ITA,Italy,ITG1,Sicily,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,11.31,,
ITA,Italy,ITG2,Sardinia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,10.16,,
ITA,Italy,ITG2,Sardinia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,9.77,,
ITA,Italy,ITG2,Sardinia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,11.26,,
ITA,Italy,ITG2,Sardinia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,12.86,,
ITA,Italy,ITG2,Sardinia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,11.97,,
ITA,Italy,ITH1,Province of Bolzano-Bozen,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,14.35,,
ITA,Italy,ITH1,Province of Bolzano-Bozen,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,13.73,,
ITA,Italy,ITH1,Province of Bolzano-Bozen,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,13.69,,
ITA,Italy,ITH1,Province of Bolzano-Bozen,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,11.94,,
ITA,Italy,ITH1,Province of Bolzano-Bozen,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,14.06,,
ITA,Italy,ITH2,Province of Trento,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,18.43,,
ITA,Italy,ITH2,Province of Trento,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,18.31,,
ITA,Italy,ITH2,Province of Trento,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,17.51,,
ITA,Italy,ITH2,Province of Trento,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,18.2,,
ITA,Italy,ITH2,Province of Trento,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,19.09,,
ITA,Italy,ITH3,Veneto,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,15.27,,
ITA,Italy,ITH3,Veneto,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,16.57,,
ITA,Italy,ITH3,Veneto,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,17.21,,
ITA,Italy,ITH3,Veneto,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,16.39,,
ITA,Italy,ITH3,Veneto,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,18.11,,
ITA,Italy,ITH4,Friuli-Venezia Giulia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,15.9,,
ITA,Italy,ITH4,Friuli-Venezia Giulia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,15.91,,
ITA,Italy,ITH4,Friuli-Venezia Giulia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,15.07,,
ITA,Italy,ITH4,Friuli-Venezia Giulia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,17.1,,
ITA,Italy,ITH4,Friuli-Venezia Giulia,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,19.38,,
ITA,Italy,ITH5,Emilia-Romagna,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,15.16,,
ITA,Italy,ITH5,Emilia-Romagna,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,16.91,,
ITA,Italy,ITH5,Emilia-Romagna,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,17.49,,
ITA,Italy,ITH5,Emilia-Romagna,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,16.42,,
ITA,Italy,ITH5,Emilia-Romagna,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,19.48,,
ITA,Italy,ITI1,Tuscany,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2014,2014,PC,Percentage,0,Units,,,14.61,,
ITA,Italy,ITI1,Tuscany,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2015,2015,PC,Percentage,0,Units,,,15.6,,
ITA,Italy,ITI1,Tuscany,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2016,2016,PC,Percentage,0,Units,,,15.77,,
ITA,Italy,ITI1,Tuscany,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2017,2017,PC,Percentage,0,Units,,,14.96,,
ITA,Italy,ITI1,Tuscany,NEAC_SHARE_EA_Y25T34,Share of population 25 to 34 year-olds by educational attainment,L7,Master’s or equivalent level (ISCED2011 level 7),T,Total,VALUE,Value,2018,2018,PC,Percentage,0,Units,,,16.35,,
