ITTER107,Territory,TIPO_DATO35,Data type,GIUST_REATO,Type of crime,SEXISTAT1,Gender,TIME,Select time,Value,Flag Codes,Flags
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2003,2003,6,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2004,2004,6,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2005,2005,6,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2006,2006,2,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2007,2007,14,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2008,2008,16,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2009,2009,5,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2010,2010,9,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2011,2011,12,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2012,2012,25,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2013,2013,12,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2014,2014,17,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2015,2015,18,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2016,2016,12,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,DPU,crimes against the public administration by public officers,9,total,2017,2017,8,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2000,2000,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2001,2001,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2002,2002,3,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2003,2003,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2004,2004,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2005,2005,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2006,2006,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2007,2007,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2008,2008,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2009,2009,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2010,2010,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2011,2011,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2012,2012,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2013,2013,4,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2014,2014,6,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2015,2015,6,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2016,2016,5,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,MA,crimes of misappropriation,9,total,2017,2017,5,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2000,2000,279,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2001,2001,184,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2002,2002,104,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2003,2003,175,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2004,2004,472,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2005,2005,196,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2006,2006,147,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2007,2007,127,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2008,2008,89,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2009,2009,124,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2010,2010,78,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2011,2011,77,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2012,2012,63,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2013,2013,89,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2014,2014,90,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2015,2015,108,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2016,2016,130,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2017,2017,114,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2000,2000,145,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2001,2001,186,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2002,2002,183,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2003,2003,275,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2004,2004,183,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2005,2005,129,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2006,2006,103,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2007,2007,156,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2008,2008,170,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2009,2009,163,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2010,2010,172,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2011,2011,154,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2012,2012,159,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2013,2013,109,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2014,2014,165,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2015,2015,213,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2016,2016,124,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,9,total,2017,2017,143,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2000,2000,2,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2001,2001,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2002,2002,2,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2003,2003,3,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2004,2004,2,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2005,2005,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2006,2006,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2007,2007,9,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2008,2008,4,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2009,2009,2,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2010,2010,2,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2011,2011,3,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2012,2012,5,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2013,2013,4,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2014,2014,3,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2015,2015,6,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2016,2016,4,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,9,total,2017,2017,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2000,2000,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2001,2001,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2002,2002,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2003,2003,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2004,2004,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2005,2005,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2006,2006,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2007,2007,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2008,2008,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2009,2009,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2010,2010,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2011,2011,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2012,2012,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2013,2013,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2014,2014,2,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2015,2015,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2016,2016,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2017,2017,0,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2000,2000,24,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2001,2001,21,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2002,2002,21,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2003,2003,11,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2004,2004,22,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2005,2005,16,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2006,2006,16,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2007,2007,9,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2008,2008,8,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2009,2009,13,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2010,2010,6,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2011,2011,8,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2012,2012,7,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2013,2013,9,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2014,2014,5,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2015,2015,9,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2016,2016,6,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,ABS,abuse of official duties in cases not specifically provided by the law,1,males,2017,2017,8,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2000,2000,3,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2001,2001,6,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2002,2002,6,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2003,2003,4,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2004,2004,11,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2005,2005,6,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2006,2006,2,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2007,2007,7,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2008,2008,2,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2009,2009,5,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2010,2010,6,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2011,2011,9,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2012,2012,6,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2013,2013,7,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2014,2014,7,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2015,2015,8,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2016,2016,3,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,OTU,neglect or refusal of official duties,9,total,2017,2017,4,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2000,2000,2,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2001,2001,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2002,2002,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2003,2003,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2004,2004,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2005,2005,2,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2006,2006,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2007,2007,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2008,2008,8,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2009,2009,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2010,2010,3,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2011,2011,2,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2012,2012,8,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2013,2013,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2014,2014,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2015,2015,0,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2016,2016,1,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,CO,corruption,9,total,2017,2017,1,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2000,2000,3137,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2001,2001,3407,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2002,2002,2994,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2003,2003,3841,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2004,2004,3978,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2005,2005,3558,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2006,2006,3308,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2007,2007,5351,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2008,2008,4092,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2009,2009,4889,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2010,2010,3565,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2011,2011,4725,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2012,2012,4591,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2013,2013,3808,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2014,2014,3259,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2015,2015,3491,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2016,2016,3770,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,CPAM,crimes against the public administration,1,males,2017,2017,3592,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2000,2000,66,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2001,2001,45,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2002,2002,60,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2003,2003,90,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2004,2004,96,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2005,2005,58,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2006,2006,64,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2007,2007,72,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2008,2008,57,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2009,2009,93,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2010,2010,68,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2011,2011,87,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2012,2012,75,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2013,2013,68,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2014,2014,52,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2015,2015,67,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2016,2016,59,,
ITC,Nord-ovest,FELONYN,number of persons convicted of felony by final judgement,PE,crimes of embezzlement,1,males,2017,2017,82,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2000,2000,11,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2001,2001,15,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2002,2002,13,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2003,2003,18,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2004,2004,21,,
ITD1,Provincia Autonoma Bolzano / Bozen,FELONYN,number of persons convicted of felony by final judgement,AP,crimes of embezzlement,9,total,2005,2005,37,,
